0.829144	0	-1	-1	-1	-1	-1	0.429675	0.170713	0.13926
0.723748	123	0.555623	0.555659	0.556005	0.556122	0.556796	0.327382	1.10975	0.127459
0.729724	199	0.354678	0.354794	0.355038	0.355378	0.355876	0.332811	0.593846	0.138655
0.360974	45	0.354289	0.354348	0.356521	0.356719	0.360974	0.0184709	0.842228	0.0876399
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.45511	0.080691
0.54642	41	0.307976	0.308001	0.308432	0.308509	0.309249	0.186609	0.666251	0.0467533
0.395272	103	0.346421	0.346478	0.346813	0.346982	0.347657	0.024252	0.379739	0.0671752
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.526507	0.0661957
0.37253	89	0.37253	0.377472	0.38249	0.387577	0.39273	0.0203023	0.537452	0.102634
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.197975	0.109444
0.586691	78	0.407551	0.40966	0.411866	0.414084	0.416312	0.215129	0.52171	0.0289202
0.657611	141	0.428641	0.42872	0.428752	0.42898	0.429061	0.270283	0.421535	0.0994392
0.59703	49	0.59703	0.597322	0.597657	0.598029	0.598434	0.222778	0.591708	0.0820459
0.57061	145	0.50105	0.501643	0.501906	0.503667	0.504216	0.203497	0.536174	0.107196
0.466096	90	0.466096	0.469988	0.474079	0.47837	0.482862	0.135779	0.225822	0.0126585
0.354988	56	0.345142	0.345156	0.346781	0.346821	0.350048	0.0175671	0.449048	0.0834747
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.417816	0.125602
0.763582	111	0.558293	0.558499	0.558559	0.559181	0.559297	0.364411	0.302603	0.0848913
0.503882	97	0.451287	0.451552	0.452051	0.452832	0.453852	0.158685	0.258748	0.0471564
0.494499	71	0.456768	0.457231	0.457347	0.458754	0.458939	0.152831	0.211368	0.0108046
0.48033	63	0.466053	0.466348	0.466353	0.467237	0.467244	0.144198	0.482529	0.110322
0.597071	149	0.274339	0.27971	0.292908	0.307098	0.322134	0.222808	0.599547	0.137305
0.319048	96	0.211833	0.212474	0.212639	0.214621	0.214806	0.0127535	0.365326	0.0828205
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.60705	0.0794074
0.768858	217	0.364437	0.365154	0.36595	0.368081	0.369668	0.369464	0.240093	0.0567828
0.710589	81	0.243792	0.244734	0.248387	0.252483	0.256992	0.315586	0.60976	0.110637
0.662109	91	0.550726	0.550844	0.550867	0.55122	0.551266	0.273993	0.292848	0.0800546
0.652126	85	0.343975	0.344124	0.344474	0.344902	0.345636	0.265792	0.285129	0.107113
0.365212	73	0.365212	0.368894	0.372858	0.377086	0.381562	0.0191291	0.370917	0.0596943
0.190922	0	-1	-1	-1	-1	-1	0.00273292	0.190922	0	-1	-1	-1	-1	-1	0.00273292	0.829144	0	-1	-1	-1	-1	-1	0.429675	0.287323	0.0759145
0.853061	69	0.350953	0.350959	0.353988	0.353995	0.359929	0.45482	0.674701	0.103507
0.868906	109	0.674037	0.674119	0.674301	0.674557	0.674899	0.471874	0.658359	0.0811756
0.692412	150	0.220329	0.2217	0.223241	0.224958	0.226857	0.299647	0.891931	0.141537
0.5535	253	0.243504	0.243504	0.243812	0.243814	0.244422	0.191477	0.365649	0.103863
0.419674	84	0.419674	0.422714	0.426527	0.431116	0.43648	0.110079	0.34363	0.0384346
0.51004	81	0.51004	0.513937	0.518269	0.523023	0.52819	0.162588	0.865283	0.102802
0.370057	180	0.368054	0.368326	0.369291	0.370057	0.372063	0.0199006	0.641773	0.0776922
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.622015	0.0736418
0.491684	109	0.208516	0.209737	0.211762	0.214574	0.218143	0.151096	0.488333	0.0222434
0.635562	90	0.252722	0.255422	0.258777	0.262762	0.267351	0.252462	0.403232	0.140746
0.501359	84	0.461006	0.461097	0.461099	0.46137	0.461379	0.1571	0.644994	0.147256
0.37058	165	0.291949	0.292024	0.292772	0.293046	0.294432	0.019985	0.83348	0.100033
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.154294	0.0419219
0.675783	51	0.675783	0.68145	0.687079	0.69267	0.698225	0.285427	0.518772	0.112523
0.618739	118	0.565262	0.565289	0.565406	0.565489	0.565719	0.239274	0.66753	0.135552
0.610215	86	0.610215	0.615391	0.621256	0.627767	0.634878	0.232726	0.522988	0.0438333
0.470227	105	0.422131	0.422338	0.422869	0.423475	0.424559	0.138196	0.724669	0.0910746
0.369613	132	0.369613	0.374932	0.380494	0.386289	0.392306	0.0198291	0.619834	0.0428357
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.369109	0.11479
0.418596	105	0.361561	0.361638	0.362001	0.362261	0.362926	0.109514	0.282153	0.113076
0.503237	93	0.341824	0.342095	0.342164	0.342943	0.343146	0.15828	0.580178	0.125347
0.507984	93	0.448902	0.448948	0.449356	0.449515	0.450287	0.16128	0.478935	0.117722
0.341525	94	0.328505	0.328609	0.329066	0.329378	0.330286	0.0156433	0.648569	0.0540383
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.82767	0.0749754
0.45084	80	0.195676	0.205923	0.2173	0.229645	0.24082	0.127035	0.32352	0.0364722
0.381663	83	0.230864	0.231014	0.231041	0.231512	0.231524	0.0218324	1.2168	0.0660378
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.634052	0.0436602
0.767788	102	0.619744	0.619804	0.619998	0.62017	0.620574	0.368437	0.201035	0.124345
0.460731	102	0.460731	0.463376	0.466163	0.469087	0.472146	0.132671	0.307576	0.105707
0.460529	62	0.45082	0.451021	0.451467	0.452087	0.45294	0.132554	0.420664	0.0220151
0.465344	113	0.361311	0.361799	0.361994	0.363435	0.363854	0.135341	0.511705	0.0922028
0.267119	118	0.267119	0.269962	0.272831	0.275722	0.278637	0.00748467	0.275448	0.0757056
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.218081	0.0429908
0.615501	71	0.615501	0.615814	0.616113	0.616411	0.616723	0.236776	0.547276	0.0515243
0.697866	99	0.486158	0.48628	0.486909	0.487288	0.488516	0.304386	0.438491	0.0589149
0.623833	65	0.275967	0.276164	0.276231	0.27682	0.276959	0.24323	0.3522	0.0694408
0.553475	125	0.323976	0.324069	0.324419	0.324687	0.325402	0.191459	0.200096	0.0311738
0.415638	35	0.415638	0.420169	0.426571	0.434794	0.444764	0.107972	0.308014	0.0277317
0.329478	57	0.329478	0.336138	0.343468	0.35143	0.359987	0.0140456	1.82247	0.0599245
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.693222	0.0912919
0.399198	86	0.399198	0.408089	0.416896	0.425596	0.434165	0.0249818	0.490334	0.0830048
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.485442	0.105805
0.604268	91	0.186374	0.187421	0.192128	0.19752	0.20352	0.228212	0.83638	0.0766045
0.455474	111	0.244819	0.250105	0.255444	0.260825	0.266236	0.12966	0.405884	0.0246316
0.306382	110	0.306382	0.31866	0.331119	0.343715	0.356412	0.011294	0.470053	0.0598164
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.45286	0.120116
0.755989	76	0.298707	0.299072	0.299371	0.300417	0.301095	0.357199	0.319911	0.126634
0.649478	123	0.225941	0.226004	0.226263	0.22672	0.227378	0.263638	0.750773	0.147342
0.490187	131	0.289832	0.289968	0.290274	0.290666	0.291303	0.150177	0.481134	0.0330126
0.277108	113	0.277108	0.278538	0.280022	0.281559	0.28315	0.00835616	0.602087	0.0930419
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.396584	0.124181
0.56169	115	0.526497	0.526525	0.526672	0.526765	0.527039	0.197185	0.626485	0.105429
0.424596	137	0.300658	0.300686	0.300812	0.300899	0.301142	0.112676	0.634956	0.0831373
0.391311	104	0.295934	0.297026	0.297949	0.301086	0.303108	0.0235302	0.295938	0.0885853
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.761844	0.128118
0.695078	186	0.351026	0.351454	0.352342	0.353589	0.355406	0.301959	0.923793	0.119233
0.47927	157	0.4331	0.433527	0.433595	0.434892	0.434987	0.143563	0.655809	0.127312
0.466659	101	0.466659	0.470761	0.474831	0.478862	0.482848	0.136107	0.446833	0.102032
0.453909	88	0.407984	0.4081	0.408285	0.408604	0.409035	0.128771	0.184466	0.0185512
0.344432	56	0.344432	0.346761	0.350081	0.354375	0.359617	0.0160461	0.198615	0.0648355
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.537386	0.077425
0.772622	64	0.772622	0.775966	0.779317	0.78267	0.786016	0.37309	0.399339	0.0218661
0.566351	64	0.566351	0.56999	0.574339	0.579414	0.585227	0.200471	0.211454	0.0538306
0.438435	69	0.391561	0.391648	0.392986	0.393289	0.395859	0.120141	0.560377	0.0340967
0.214796	100	0.191221	0.191223	0.191634	0.191638	0.19244	0.00389171	1.29213	0.107833
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.310283	0.115567
0.710064	39	0.710064	0.711255	0.712675	0.714315	0.716166	0.315119	0.442017	0.123264
0.50202	109	0.260305	0.260372	0.260376	0.260581	0.260585	0.157515	0.753615	0.0749226
0.552709	79	0.429864	0.430613	0.433014	0.435949	0.439375	0.19093	0.529568	0.0822396
0.558075	145	0.558075	0.560599	0.564095	0.568565	0.574007	0.194655	0.328239	0.0931229
0.404369	82	0.304339	0.304481	0.308469	0.312629	0.316922	0.102196	0.534978	0.115702
0.582554	127	0.582554	0.584826	0.587367	0.59016	0.593188	0.212106	0.334618	0.00854771
0.613472	68	0.456277	0.456585	0.457557	0.458464	0.46042	0.235218	0.339458	0.017339
0.595025	96	0.465907	0.466042	0.466208	0.46662	0.466938	0.221284	0.293564	0.105142
0.646925	121	0.392954	0.393078	0.393267	0.393641	0.394013	0.26157	0.237467	0.10234
0.421277	102	0.401292	0.401358	0.401459	0.401646	0.401866	0.110922	0.434095	0.0280312
0.482448	98	0.319173	0.31925	0.319464	0.319694	0.320121	0.145473	0.361411	0.0935082
0.520927	93	0.426542	0.426549	0.426826	0.426864	0.427385	0.169603	0.56786	0.0763428
0.465213	94	0.338942	0.33898	0.339361	0.339505	0.340205	0.135265	0.446273	0.0204397
0.523711	88	0.513442	0.513464	0.514107	0.514173	0.515459	0.171421	0.416688	0.0190814
0.497404	85	0.478642	0.478644	0.479204	0.479205	0.480308	0.154632	0.3482	0.133977
0.586442	110	0.586442	0.593299	0.600197	0.607134	0.614107	0.214946	0.506654	0.075972
0.523808	122	0.47115	0.471205	0.472209	0.473245	0.474315	0.171484	0.425	0.0775675
0.476346	76	0.389748	0.390381	0.390677	0.392562	0.393161	0.141816	0.357624	0.157055
0.418166	112	0.418166	0.420639	0.423505	0.426739	0.430313	0.109289	0.526218	0.0456321
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.441697	0.132419
0.626173	103	0.412442	0.412515	0.413958	0.414253	0.41696	0.245058	0.256571	0.126972
0.588961	123	0.288128	0.288229	0.288631	0.288916	0.289751	0.216797	0.421788	0.0695275
0.354286	81	0.354286	0.368171	0.382451	0.397066	0.411966	0.0174631	0.464496	0.0793745
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.525254	0.0860583
0.569257	98	0.313449	0.313932	0.31511	0.316595	0.31883	0.202534	0.281418	0.0799012
0.473088	91	0.429241	0.429429	0.429604	0.430169	0.430514	0.139882	0.523184	0.0712961
0.547781	89	0.547781	0.556207	0.564568	0.572844	0.581017	0.18754	0.626896	0.123049
0.622278	214	0.250507	0.250955	0.251368	0.252706	0.253529	0.242019	0.308304	0.0443719
0.53841	107	0.53841	0.540574	0.542883	0.545331	0.547914	0.181178	0.470732	0.0548393
0.393739	88	0.259894	0.260268	0.271457	0.283252	0.295523	0.0239709	0.271152	0.0646662
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.546559	0.135182
0.723831	111	0.391518	0.391533	0.392634	0.392723	0.394828	0.327457	0.394568	0.0271745
0.545267	130	0.343774	0.343932	0.343967	0.344436	0.344517	0.185822	0.670362	0.116248
0.260387	158	0.259817	0.260387	0.260516	0.262493	0.265738	0.00693298	0.748979	0.0898738
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.532052	0.0738443
0.415248	130	0.279914	0.280832	0.282694	0.285314	0.289158	0.107769	0.196925	0.00658181
0.493745	59	0.480044	0.48008	0.480652	0.480765	0.481898	0.152365	0.314756	0.0122401
0.515959	81	0.351326	0.351587	0.352763	0.35355	0.355868	0.166383	0.346036	0.128842
0.47498	70	0.365134	0.365436	0.365488	0.366365	0.366521	0.141004	0.380881	0.111423
0.511151	71	0.307354	0.309326	0.311659	0.314036	0.316455	0.163297	0.477874	0.0750653
0.513931	93	0.513931	0.516624	0.519689	0.523112	0.526874	0.165078	0.829244	0.135916
0.632499	151	0.483791	0.483895	0.484991	0.485332	0.487456	0.250034	0.343979	0.0856008
0.481392	70	0.391692	0.392034	0.392791	0.393828	0.395298	0.144836	0.199202	0.152371
0.306612	95	0.279977	0.28006	0.280681	0.280921	0.282174	0.0113195	0.485464	0.0962219
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.442185	0.0447464
0.721304	95	0.12174	0.127241	0.134355	0.142731	0.152061	0.325174	0.320368	0.0145312
0.622107	134	0.436673	0.438942	0.442288	0.445687	0.449133	0.241886	0.412129	0.026862
0.603398	86	0.603398	0.610041	0.611367	0.613596	0.614117	0.227556	0.697619	0.0386118
0.498804	154	0.318368	0.318748	0.319639	0.320806	0.322508	0.155503	0.542455	0.0831339
0.471689	154	0.286661	0.286716	0.287894	0.288078	0.290377	0.139056	0.715237	0.0151655
0.473403	165	0.165087	0.165198	0.165377	0.165701	0.166076	0.140069	0.314203	0.127422
0.361006	84	0.323674	0.324186	0.32476	0.326332	0.327384	0.0184757	0.345741	0.0792559
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.587825	0.0963839
0.563684	90	0.475962	0.476486	0.476549	0.47813	0.47823	0.198588	0.508942	0.110029
0.58896	96	0.450979	0.451267	0.452048	0.452853	0.454519	0.216796	0.766787	0.11071
0.665885	132	0.19044	0.19136	0.191786	0.194596	0.195263	0.277127	0.16897	0.00993116
0.435983	15	0.205191	0.207747	0.213021	0.223456	0.236214	0.118801	0.240465	0.147504
0.472688	120	0.228897	0.229535	0.229601	0.231563	0.231576	0.139646	0.33832	0.0613332
0.525995	91	0.525995	0.530526	0.535434	0.540703	0.546319	0.172919	0.421693	0.112825
0.381107	111	0.381107	0.381934	0.383251	0.385049	0.387319	0.0217371	0.399234	0.158116
0.829144	0	-1	-1	-1	-1	-1	0.429675	0.892195	0.13311
0.603516	276	0.446437	0.446487	0.44649	0.446636	0.446647	0.227645	0.40476	0.112123
0.278679	85	0.278679	0.283215	0.288383	0.294151	0.300489	0.00849908	0.564877	0.10463
0.829144	0	-1	-1	-1	-1	-1	0.429675	1.19306	0.107646
0.638403	402	0.138258	0.143534	0.153503	0.167118	0.183371	0.254724	0.203413	0.0759211
0.540075	56	0.53626	0.536343	0.536534	0.536775	0.537172	0.182301	0.291658	0.0168574
0.467231	106	0.35071	0.350769	0.351274	0.351455	0.352451	0.13644	0.16475	0.0248733
0.433205	26	0.398928	0.399244	0.399616	0.400538	0.401327	0.117292	0.444986	0.0546029
0.558486	94	0.485012	0.485167	0.485221	0.485701	0.485779	0.194942	0.425951	0.137017
0.585446	157	0.568596	0.568627	0.568802	0.568886	0.569254	0.214217	0.79079	0.104218
0.595436	194	0.337942	0.338068	0.339558	0.339943	0.342883	0.22159	0.451768	0.0166462
